"","Week_index","state","aegypti_trapnight","albopictus_trapnight"
"166",507,"Georgia",0,7.28571428571429
"167",508,"Florida",0.528484848484848,0.56664558629776
"168",508,"Georgia",0,7.28571428571429
"169",509,"Florida",0.528484848484848,0.56664558629776
"170",509,"Georgia",0,7.28571428571429
"171",510,"Florida",0.382672037108699,0.719848847194736
"172",510,"Georgia",0,3.0952380952381
"173",511,"Florida",0.236859225732549,0.873052108091711
"174",511,"Georgia",0,1
"175",512,"Florida",0.236859225732549,0.873052108091711
"176",512,"Georgia",0,1
"177",513,"Florida",0.236859225732549,0.873052108091711
"178",513,"Georgia",0,1
"179",514,"Florida",0.235927169073508,0.632279440444403
"180",514,"Georgia",0,1
"181",515,"Florida",0.234995112414467,0.391506772797095
"182",516,"Florida",0.234995112414467,0.391506772797095
"183",517,"Florida",0.234995112414467,0.391506772797095
"184",518,"Florida",0.234995112414467,0.391506772797095
"185",519,"Florida",0.162006697130482,0.331063138592676
"186",520,"Florida",0.109872114784779,0.287889114160948
"187",521,"Florida",0.109872114784779,0.287889114160948
"188",522,"Florida",0.109872114784779,0.287889114160948
"189",523,"Florida",0.0719824732741782,0.18055860613037
"190",524,"Florida",0.0340928317635779,0.0732280980997917
"191",525,"Florida",0.0340928317635779,0.0732280980997917
"192",526,"Florida",0.0340928317635779,0.0732280980997917
"193",527,"Florida",0.0340928317635779,0.0732280980997917
"194",528,"Florida",0.0563298969072165,0.248880268229248
"195",529,"Florida",0.0563298969072165,0.248880268229248
"196",530,"Florida",0.0563298969072165,0.248880268229248
"197",531,"Florida",0.0563298969072165,0.248880268229248
"198",532,"Florida",0.0525105823967304,0.092435372403662
"199",533,"Florida",0.0525105823967304,0.092435372403662
"200",534,"Florida",0.0525105823967304,0.092435372403662
"201",535,"Florida",0.0525105823967304,0.092435372403662
"202",536,"Florida",0.071956716210135,0.290764327300196
"203",537,"Florida",0.0914028500235397,0.48909328219673
"204",538,"Florida",0.0914028500235397,0.48909328219673
"205",539,"Florida",0.0914028500235397,0.48909328219673
"206",540,"Florida",0.215417913990893,0.591217608030955
"207",540,"New York",0,0.0446428571428571
"208",541,"Florida",0.339432977958247,0.69334193386518
"209",541,"New York",0,0.0446428571428571
"210",542,"Florida",0.339432977958247,0.69334193386518
"211",542,"New York",0,0.0446428571428571
"212",543,"Florida",0.339432977958247,0.69334193386518
"213",543,"New York",0,0.0446428571428571
"214",544,"Florida",0.339432977958247,0.69334193386518
"215",544,"New York",0,0.0446428571428571
"216",545,"Connecticut",0,0
"217",545,"Florida",0.574953901246352,0.849419529113288
"218",545,"New York",0,0.239914021164021
"219",546,"Connecticut",0,0
"220",546,"Florida",0.810474824534457,1.0054971243614
"221",546,"New York",0,0.435185185185185
"222",547,"Connecticut",0,0
"223",547,"Florida",0.810474824534457,1.0054971243614
"224",547,"New York",0,0.435185185185185
"225",548,"Connecticut",0,0
"226",548,"Florida",0.810474824534457,1.0054971243614
"227",548,"New York",0,0.435185185185185
"228",549,"Connecticut",0,0.00265957446808511
"229",549,"Florida",0.68789036772802,1.08295044965006
"230",549,"Georgia",0,1.6
"231",549,"New York",0,0.682921059745877
"232",550,"Connecticut",0,0.00531914893617021
"233",550,"Florida",0.565305910921583,1.16040377493873
"234",550,"Georgia",0,1.6
"235",550,"New York",0,0.930656934306569
"236",551,"Connecticut",0,0.00531914893617021
"237",551,"Florida",0.565305910921583,1.16040377493873
"238",551,"Georgia",0,1.6
"239",551,"New York",0,0.930656934306569
"240",552,"Connecticut",0,0.00531914893617021
"241",552,"Florida",0.565305910921583,1.16040377493873
"242",552,"Georgia",0,1.6
"243",552,"New York",0,0.930656934306569
"244",553,"Connecticut",0,0.00347126277977342
"245",553,"Florida",0.625029714881533,1.1932900152279
"246",553,"Georgia",0,2.47142857142857
"247",553,"New York",0,1.5764395782644
"248",554,"Connecticut",0,0.00162337662337662
"249",554,"Florida",0.684753518841483,1.22617625551706
"250",554,"Georgia",0,2.82
"251",554,"New York",0,2.22222222222222
"252",555,"Connecticut",0,0.00162337662337662
"253",555,"Florida",0.684753518841483,1.22617625551706
"254",555,"Georgia",0,2.82
"255",555,"New York",0,2.22222222222222
"256",556,"Connecticut",0,0.00162337662337662
"257",556,"Florida",0.684753518841483,1.22617625551706
"258",556,"Georgia",0,2.82
"259",556,"New York",0,2.22222222222222
"260",557,"Connecticut",0,0.00162337662337662
"261",557,"Florida",0.684753518841483,1.22617625551706
"262",557,"Georgia",0,2.82
"263",557,"New York",0,2.22222222222222
"264",558,"Connecticut",0,0.000811688311688312
"265",558,"Florida",0.600240293814145,1.14394275373697
"266",558,"Georgia",0,2.06666666666667
"267",558,"New York",0,1.96382428940568
"268",559,"Connecticut",0,0
"269",559,"Florida",0.515727068786807,1.06170925195687
"270",559,"Georgia",0,0.183333333333333
"271",559,"New York",0,1.70542635658915
"272",560,"Connecticut",0,0
"273",560,"Florida",0.515727068786807,1.06170925195687
"274",560,"Georgia",0,0.183333333333333
"275",560,"New York",0,1.70542635658915
"276",561,"Connecticut",0,0
"277",561,"Florida",0.515727068786807,1.06170925195687
"278",561,"Georgia",0,0.183333333333333
"279",561,"New York",0,1.70542635658915
"280",562,"Connecticut",0,0
"281",562,"Florida",0.37105424462619,0.813798865763747
"282",562,"Georgia",0,0.183333333333333
"283",562,"New York",0,0.936046511627907
"284",563,"Connecticut",0,0
"285",563,"Florida",0.226381420465573,0.565888479570622
"286",563,"New York",0,0.166666666666667
"287",564,"Connecticut",0,0
"288",564,"Florida",0.226381420465573,0.565888479570622
"289",564,"New York",0,0.166666666666667
"290",565,"Connecticut",0,0
"291",565,"Florida",0.226381420465573,0.565888479570622
"292",565,"New York",0,0.166666666666667
"293",566,"Connecticut",0,0
"294",566,"Florida",0.226381420465573,0.565888479570622
"295",566,"New York",0,0.166666666666667
"296",567,"Florida",0.172201912387721,0.254489734512788
"297",568,"Florida",0.172201912387721,0.254489734512788
"298",569,"Florida",0.172201912387721,0.254489734512788
"299",570,"Florida",0.172201912387721,0.254489734512788
"300",571,"Florida",0.165265930374319,0.182389543200093
"301",572,"Florida",0.155555555555556,0.0814492753623188
"302",573,"Florida",0.155555555555556,0.0814492753623188
"303",574,"Florida",0.155555555555556,0.0814492753623188
"304",575,"Florida",0.116406108124642,0.0723615366781867
"305",576,"Florida",0.0884422171025615,0.0658702947609495
"306",577,"Florida",0.0884422171025615,0.0658702947609495
"307",578,"Florida",0.0884422171025615,0.0658702947609495
"308",579,"Florida",0.0884422171025615,0.0658702947609495
"309",580,"Florida",0.195485707749933,0.099543870279265
"310",581,"Florida",0.302529198397305,0.13321744579758
"311",582,"Florida",0.302529198397305,0.13321744579758
"312",583,"Florida",0.302529198397305,0.13321744579758
"313",584,"Florida",0.307835874325244,0.13107521401011
"314",585,"Florida",0.313142550253184,0.128932982222639
"315",586,"Florida",0.313142550253184,0.128932982222639
"316",587,"Florida",0.313142550253184,0.128932982222639
"317",588,"Florida",0.618929209054075,0.379624742608059
"318",589,"Florida",0.924715867854966,0.630316502993478
"319",590,"Florida",0.924715867854966,0.630316502993478
"320",591,"Florida",0.924715867854966,0.630316502993478
"321",592,"Connecticut",0,0
"322",592,"Florida",1.11518009079051,0.608974322128545
"323",592,"New York",0,0.00595238095238095
"324",593,"Connecticut",0,0
"325",593,"Florida",1.30564431372605,0.587632141263611
"326",593,"New York",0,0.00595238095238095
"327",594,"Connecticut",0,0
"328",594,"Florida",1.30564431372605,0.587632141263611
"329",594,"New York",0,0.00595238095238095
"330",595,"Connecticut",0,0
"331",595,"Florida",1.30564431372605,0.587632141263611
"332",595,"New York",0,0.00595238095238095
"333",596,"Connecticut",0,0
"334",596,"Florida",1.30564431372605,0.587632141263611
"335",596,"New York",0,0.00595238095238095
"336",597,"Connecticut",0,0
"337",597,"Florida",1.3032669349961,0.605658235910904
"338",597,"Georgia",0,2
"339",597,"New York",0,0.205071998859424
"340",598,"Connecticut",0,0
"341",598,"Florida",1.30088955626614,0.623684330558196
"342",598,"Georgia",0,2
"343",598,"New York",0,0.404191616766467
"344",599,"Connecticut",0,0
"345",599,"Florida",1.30088955626614,0.623684330558196
"346",599,"Georgia",0,2
"347",599,"New York",0,0.404191616766467
"348",600,"Connecticut",0,0
"349",600,"Florida",1.30088955626614,0.623684330558196
"350",600,"Georgia",0,2
"351",600,"New York",0,0.404191616766467
"352",601,"Connecticut",0,0.00142045454545455
"353",601,"Florida",1.29064654077666,1.0143851030337
"354",601,"Georgia",0,3.75
"355",601,"New York",0,0.340692598542752
"356",602,"Connecticut",0,0.00284090909090909
"357",602,"Florida",1.28040352528718,1.4050858755092
"358",602,"Georgia",0,5.5
"359",602,"New York",0,0.308943089430894
"360",603,"Connecticut",0,0.00284090909090909
"361",603,"Florida",1.28040352528718,1.4050858755092
"362",603,"Georgia",0,5.5
"363",603,"New York",0,0.308943089430894
"364",604,"Connecticut",0,0.00284090909090909
"365",604,"Florida",1.28040352528718,1.4050858755092
"366",604,"Georgia",0,5.5
"367",604,"New York",0,0.308943089430894
"368",605,"Connecticut",0,0.00284090909090909
"369",605,"Florida",1.28040352528718,1.4050858755092
"370",605,"Georgia",0,5.5
"371",605,"New York",0,0.308943089430894
"372",606,"Connecticut",0,0.00151515151515152
"373",606,"Florida",0.876685276420282,0.849268167859762
"374",606,"Georgia",0,8.44097222222222
"375",606,"New York",0,1.03991596638655
"376",607,"Connecticut",0,0.00151515151515152
"377",607,"Florida",0.876685276420282,0.849268167859762
"378",607,"Georgia",0,8.44097222222222
"379",607,"New York",0,1.03991596638655
"380",608,"Connecticut",0,0.00151515151515152
"381",608,"Florida",0.876685276420282,0.849268167859762
"382",608,"Georgia",0,8.44097222222222
"383",608,"New York",0,1.03991596638655
"384",609,"Connecticut",0,0.00151515151515152
"385",609,"Florida",0.876685276420282,0.849268167859762
"386",609,"Georgia",0,8.44097222222222
"387",609,"New York",0,1.03991596638655
"388",610,"Connecticut",0,0.00287621982537237
"389",610,"Florida",0.754309734122971,0.830549749261434
"390",610,"Georgia",0,8.44097222222222
"391",610,"New York",0,0.64745362399537
"392",611,"Connecticut",0,0.00423728813559322
"393",611,"Florida",0.63193419182566,0.811831330663106
"394",611,"New York",0,0.254991281604185
"395",612,"Connecticut",0,0.00423728813559322
"396",612,"Florida",0.63193419182566,0.811831330663106
"397",612,"New York",0,0.254991281604185
"398",613,"Connecticut",0,0.00423728813559322
"399",613,"Florida",0.63193419182566,0.811831330663106
"400",613,"New York",0,0.254991281604185
"401",614,"Connecticut",0,0.0057951146560319
"402",614,"Florida",0.724641762541111,0.872636986165248
"403",614,"Georgia",0,0
"404",614,"New York",0,0.254991281604185
"405",615,"Connecticut",0,0.00735294117647059
"406",615,"Florida",0.817349333256562,0.933442641667391
"407",615,"Georgia",0,0
"408",616,"Connecticut",0,0.00735294117647059
"409",616,"Florida",0.817349333256562,0.933442641667391
"410",616,"Georgia",0,0
"411",617,"Connecticut",0,0.00735294117647059
"412",617,"Florida",0.817349333256562,0.933442641667391
"413",617,"Georgia",0,0
"414",618,"Connecticut",0,0.00735294117647059
"415",618,"Florida",0.817349333256562,0.933442641667391
"416",618,"Georgia",0,0
"417",619,"Connecticut",0,0.00735294117647059
"418",619,"Florida",0.46633926399876,0.702688951129057
"419",619,"Georgia",0,0
"420",620,"Florida",0.115329194740959,0.471935260590723
"421",621,"Florida",0.115329194740959,0.471935260590723
"422",622,"Florida",0.115329194740959,0.471935260590723
"423",623,"Florida",0.085466610899072,0.267000388484909
"424",624,"Florida",0.0556040270571845,0.0620655163790948
"425",625,"Florida",0.0556040270571845,0.0620655163790948
"426",626,"Florida",0.0556040270571845,0.0620655163790948
"427",627,"Florida",0.0404635591278084,0.063309031608023
"428",628,"Florida",0.019266904026682,0.0650499529285225
"429",629,"Florida",0.019266904026682,0.0650499529285225
"430",630,"Florida",0.019266904026682,0.0650499529285225
"431",631,"Florida",0.019266904026682,0.0650499529285225
"432",632,"Florida",0.0150565220793064,0.0615408438202962
"433",633,"Florida",0.0108461401319308,0.0580317347120699
"434",634,"Florida",0.0108461401319308,0.0580317347120699
"435",635,"Florida",0.0108461401319308,0.0580317347120699
"436",636,"Florida",0.070513655901726,0.125545042859364
"437",637,"Florida",0.113133310023008,0.173768834393146
"438",638,"Florida",0.113133310023008,0.173768834393146
"439",639,"Florida",0.113133310023008,0.173768834393146
"440",640,"Florida",0.181123000089894,0.216806189835148
"441",640,"Georgia",0,0.125
"442",640,"New York",0,0
"443",641,"Florida",0.24911269015678,0.259843545277151
"444",641,"Georgia",0,0.125
"445",641,"New York",0,0
"446",642,"Florida",0.24911269015678,0.259843545277151
"447",642,"Georgia",0,0.125
"448",642,"New York",0,0
"449",643,"Florida",0.24911269015678,0.259843545277151
"450",643,"Georgia",0,0.125
"451",643,"New York",0,0
"452",644,"Florida",0.24911269015678,0.259843545277151
"453",644,"Georgia",0,0.125
"454",644,"New York",0,0
"455",645,"Florida",0.353341430165787,0.426400833569711
"456",645,"Georgia",0,0.492424242424242
"457",645,"New York",0,0.0317258883248731
"458",646,"Florida",0.457570170174794,0.592958121862272
"459",646,"Georgia",0,1.22727272727273
"460",646,"New York",0,0.0634517766497462
"461",647,"Florida",0.457570170174794,0.592958121862272
"462",647,"Georgia",0,1.22727272727273
"463",647,"New York",0,0.0634517766497462
"464",648,"Florida",0.457570170174794,0.592958121862272
"465",648,"Georgia",0,1.22727272727273
"466",648,"New York",0,0.0634517766497462
"467",649,"Connecticut",0,0
"468",649,"Florida",0.564101232847281,0.952083129246194
"469",649,"Georgia",0,1.86363636363636
"470",649,"New York",0,0.302295508578038
"471",650,"Connecticut",0,0
"472",650,"Florida",0.670632295519767,1.31120813663012
"473",650,"Georgia",0,2.5
"474",650,"New York",0,0.541139240506329
"475",651,"Connecticut",0,0
"476",651,"Florida",0.670632295519767,1.31120813663012
"477",651,"Georgia",0,2.5
"478",651,"New York",0,0.541139240506329
"479",652,"Connecticut",0,0
"480",652,"Florida",0.670632295519767,1.31120813663012
"481",652,"Georgia",0,2.5
"482",652,"New York",0,0.541139240506329
"483",653,"Connecticut",0,0.0119047619047619
"484",653,"Florida",0.664630779388229,1.03544763851372
"485",653,"Georgia",0,2.41111111111111
"486",653,"New York",0,1.01215907861477
"487",654,"Connecticut",0,0.0238095238095238
"488",654,"Florida",0.659962933508143,0.820967251089848
"489",654,"Georgia",0,2.36666666666667
"490",654,"New York",0,1.247668997669
"491",655,"Connecticut",0,0.0238095238095238
"492",655,"Florida",0.659962933508143,0.820967251089848
"493",655,"Georgia",0,2.36666666666667
"494",655,"New York",0,1.247668997669
"495",656,"Connecticut",0,0.0238095238095238
"496",656,"Florida",0.659962933508143,0.820967251089848
"497",656,"Georgia",0,2.36666666666667
"498",656,"New York",0,1.247668997669
"499",657,"Connecticut",0,0.0238095238095238
"500",657,"Florida",0.659962933508143,0.820967251089848
"501",657,"Georgia",0,2.36666666666667
"502",657,"New York",0,1.247668997669
"503",658,"Connecticut",0,0.0260290556900726
"504",658,"Florida",0.506699415028043,0.770870618428411
"505",658,"Georgia",0,2.60555555555556
"506",658,"New York",0,2.16932322063901
"507",659,"Connecticut",0,0.0282485875706215
"508",659,"Florida",0.353435896547943,0.720773985766973
"509",659,"Georgia",0,3.08333333333333
"510",659,"New York",0,3.09097744360902
"511",660,"Connecticut",0,0.0282485875706215
"512",660,"Florida",0.353435896547943,0.720773985766973
"513",660,"Georgia",0,3.08333333333333
"514",660,"New York",0,3.09097744360902
"515",661,"Connecticut",0,0.0282485875706215
"516",661,"Florida",0.353435896547943,0.720773985766973
"517",661,"Georgia",0,3.08333333333333
"518",661,"New York",0,3.09097744360902
"519",662,"Connecticut",0,0.0309028172752436
"520",662,"Florida",0.281038751274238,0.662921268880059
"521",662,"Georgia",0,1.95833333333333
"522",662,"New York",0,2.62692811574391
"523",663,"Connecticut",0,0.0335570469798658
"524",663,"Florida",0.208641606000534,0.605068551993144
"525",663,"Georgia",0,0.833333333333333
"526",663,"New York",0,2.16287878787879
"527",664,"Connecticut",0,0.0335570469798658
"528",664,"Florida",0.208641606000534,0.605068551993144
"529",664,"Georgia",0,0.833333333333333
"530",664,"New York",0,2.16287878787879
"531",665,"Connecticut",0,0.0335570469798658
"532",665,"Florida",0.208641606000534,0.605068551993144
"533",665,"Georgia",0,0.833333333333333
"534",665,"New York",0,2.16287878787879
"535",666,"Connecticut",0,0.0335570469798658
"536",666,"Florida",0.208641606000534,0.605068551993144
"537",666,"Georgia",0,0.833333333333333
"538",666,"New York",0,2.16287878787879
"539",667,"Connecticut",0,0.0342105263157895
"540",667,"Florida",0.200018110989187,0.514373663962728
"541",668,"Connecticut",0,0.0342105263157895
"542",668,"Florida",0.200018110989187,0.514373663962728
"543",669,"Connecticut",0,0.0342105263157895
"544",669,"Florida",0.200018110989187,0.514373663962728
"545",670,"Connecticut",0,0.0342105263157895
"546",670,"Florida",0.200018110989187,0.514373663962728
"547",671,"Connecticut",0,0.0342105263157895
"548",671,"Florida",0.123663147564271,0.364110524285325
"549",671,"Georgia",0,0
"550",672,"Florida",0.0473081841393554,0.213847384607922
"551",672,"Georgia",0,0
"552",673,"Florida",0.0473081841393554,0.213847384607922
"553",673,"Georgia",0,0
"554",674,"Florida",0.0473081841393554,0.213847384607922
"555",674,"Georgia",0,0
"556",675,"Florida",0.0380287733447284,0.155686276448596
"557",675,"Georgia",0,0
"558",676,"Florida",0.0287493625501014,0.0975251682892693
"559",677,"Florida",0.0287493625501014,0.0975251682892693
"560",678,"Florida",0.0287493625501014,0.0975251682892693
"561",679,"Florida",0.0287493625501014,0.0975251682892693
"562",680,"California",0,0
"563",680,"Florida",0.0438542259778249,0.0921451548922229
"564",681,"California",0,0
"565",681,"Florida",0.0632747646706123,0.0852279948103061
"566",682,"California",0,0
"567",682,"Florida",0.0632747646706123,0.0852279948103061
"568",683,"California",0,0
"569",683,"Florida",0.0632747646706123,0.0852279948103061
"570",684,"California",0,0
"571",684,"Florida",0.0591034210073929,0.0604003411123162
"572",685,"California",0,0
"573",685,"Florida",0.0549320773441736,0.0355726874143263
"574",686,"California",0,0
"575",686,"Florida",0.0549320773441736,0.0355726874143263
"576",687,"California",0,0
"577",687,"Florida",0.0549320773441736,0.0355726874143263
"578",688,"California",0,0
"579",688,"Florida",0.0603488141918486,0.0317506043323827
"580",689,"California",0,0
"581",689,"Florida",0.0657655510395236,0.0279285212504391
"582",690,"California",0,0
"583",690,"Florida",0.0657655510395236,0.0279285212504391
"584",691,"California",0,0
"585",691,"Florida",0.0657655510395236,0.0279285212504391
"586",692,"California",0,0
"587",692,"Florida",0.0657655510395236,0.0279285212504391
"588",693,"California",0,0
"589",693,"Florida",0.127219885264901,0.130050778154776
"590",694,"California",0,0
"591",694,"Florida",0.127219885264901,0.130050778154776
"592",695,"California",0,0
"593",695,"Florida",0.127219885264901,0.130050778154776
"594",696,"California",0,0
"595",696,"Florida",0.127219885264901,0.130050778154776
"596",697,"California",0,0
"597",697,"Florida",0.1951455608323,0.191318804314195
"598",697,"Georgia",0,0.125
"599",697,"New York",0,0.00892857142857143
"600",698,"California",0,0
"601",698,"Florida",0.263071236399698,0.252586830473615
"602",698,"Georgia",0,0.125
"603",698,"New York",0,0.00892857142857143
"604",699,"California",0,0
"605",699,"Florida",0.263071236399698,0.252586830473615
"606",699,"Georgia",0,0.125
"607",699,"New York",0,0.00892857142857143
"608",700,"California",0,0
"609",700,"Florida",0.263071236399698,0.252586830473615
"610",700,"Georgia",0,0.125
"611",700,"New York",0,0.00892857142857143
"612",701,"California",0.000642325895875591,0
"613",701,"Connecticut",0,0.0357142857142857
"614",701,"Florida",0.348862693590392,0.580692494021985
"615",701,"Georgia",0,0.125
"616",701,"New York",0,0.213583782569632
"617",702,"California",0.00124321141137211,0
"618",702,"Connecticut",0,0.0357142857142857
"619",702,"Florida",0.415589382516487,0.835885787892939
"620",702,"New York",0,0.418238993710692
"621",703,"California",0.00124321141137211,0
"622",703,"Connecticut",0,0.0357142857142857
"623",703,"Florida",0.415589382516487,0.835885787892939
"624",703,"New York",0,0.418238993710692
"625",704,"California",0.00124321141137211,0
"626",704,"Connecticut",0,0.0357142857142857
"627",704,"Florida",0.415589382516487,0.835885787892939
